order_id,customer_id,product_id,quantity,amount,status,payment_method,city,created_at
ORD000023,CUST0112,PROD002,1,371072.26,completed,UPI,Pune,2026-05-01 19:04:00
ORD000024,CUST0075,PROD008,1,320142.81,completed,Credit Card,Bangalore,2026-05-01 21:36:00
ORD000025,CUST0112,PROD007,1,181053.98,completed,EMI,Kolkata,2026-05-01 22:53:00
ORD000026,CUST0057,PROD022,2,745906.5,completed,UPI,Jaipur,2026-05-01 10:25:00
ORD000027,CUST0090,PROD023,1,452980.18,completed,Net Banking,Chennai,2026-05-01 11:33:00
ORD000028,CUST0040,PROD049,1,86914.81,completed,UPI,Bangalore,2026-05-01 11:09:00
ORD000029,CUST0115,PROD044,1,379986.6,failed,EMI,Surat,2026-05-01 23:29:00
ORD000030,CUST0113,PROD005,3,474618.66,completed,Credit Card,Hyderabad,2026-05-01 18:55:00
ORD000031,CUST0116,PROD003,1,155341.84,completed,Credit Card,Delhi,2026-05-01 09:22:00
ORD000032,CUST0149,PROD036,1,192364.34,returned,UPI,Ahmedabad,2026-05-01 10:39:00
ORD000033,CUST0016,PROD029,1,250783.38,completed,Credit Card,Delhi,2026-05-01 14:20:00
ORD000034,CUST0113,PROD034,1,218991.59,completed,Net Banking,Pune,2026-05-01 13:02:00
ORD000035,CUST0087,PROD044,1,204502.94,completed,Credit Card,Delhi,2026-05-01 19:58:00
ORD000036,CUST0065,PROD047,1,193404.79,pending,EMI,Bangalore,2026-05-01 18:06:00
ORD000037,CUST0090,PROD020,1,70885.9,returned,Debit Card,Bangalore,2026-05-01 18:05:00
ORD000038,CUST0085,PROD009,1,321817.93,completed,EMI,Delhi,2026-05-01 10:19:00
ORD000039,CUST0047,PROD014,1,181426.31,completed,Debit Card,Chennai,2026-05-01 21:32:00
ORD000040,CUST0026,PROD033,1,148036.89,completed,EMI,Mumbai,2026-05-01 15:08:00
ORD000041,CUST0097,PROD010,1,65698.31,completed,EMI,Bangalore,2026-05-01 18:56:00
ORD000042,CUST0061,PROD029,1,338246.19,completed,Debit Card,Chennai,2026-05-01 22:02:00
ORD000043,CUST0050,PROD024,3,1176684.74,completed,EMI,Ahmedabad,2026-05-01 15:19:00
ORD000044,CUST0136,PROD027,1,191059.84,returned,Net Banking,Surat,2026-05-01 22:49:00
ORD000045,CUST0096,PROD036,1,320661.28,failed,EMI,Delhi,2026-05-01 12:55:00
ORD000046,CUST0132,PROD010,1,136541.09,pending,UPI,Chennai,2026-05-01 17:05:00
ORD000047,CUST0014,PROD026,1,13529.76,completed,Net Banking,Kolkata,2026-05-01 22:56:00
ORD000048,CUST0026,PROD046,1,159478.7,completed,Net Banking,Bangalore,2026-05-01 10:23:00
ORD000049,CUST0036,PROD049,2,472665.95,completed,Debit Card,Surat,2026-05-01 09:18:00
ORD000050,CUST0039,PROD036,1,128110.78,failed,EMI,Jaipur,2026-05-01 08:57:00
ORD000051,CUST0032,PROD004,1,118972.59,completed,EMI,Ahmedabad,2026-05-01 21:07:00
ORD000052,CUST0138,PROD002,2,500029.29,completed,EMI,Chennai,2026-05-01 10:07:00
ORD000053,CUST0062,PROD037,1,307481.83,completed,UPI,Jaipur,2026-05-01 12:18:00
ORD000054,CUST0130,PROD036,3,816396.49,completed,Debit Card,Mumbai,2026-05-01 19:04:00
ORD000055,CUST0018,PROD023,1,8317.87,completed,UPI,Surat,2026-05-01 20:23:00
ORD000056,CUST0165,PROD012,1,273097.67,pending,Debit Card,Ahmedabad,2026-05-01 18:08:00
ORD000057,CUST0118,PROD003,1,358079.32,completed,UPI,Chennai,2026-05-01 13:51:00
ORD000058,CUST0140,PROD031,2,515577.44,completed,Net Banking,Hyderabad,2026-05-01 09:20:00
ORD000059,CUST0085,PROD018,1,432925.98,completed,Credit Card,Kolkata,2026-05-01 19:55:00
ORD000060,CUST0087,PROD012,1,478248.06,completed,Debit Card,Pune,2026-05-01 20:47:00
ORD000061,CUST0111,PROD039,1,212364.93,returned,Net Banking,Jaipur,2026-05-01 16:51:00
ORD000062,CUST0076,PROD020,1,164094.37,completed,Debit Card,Bangalore,2026-05-01 17:20:00
ORD000063,CUST0091,PROD040,1,363461.83,returned,Credit Card,Mumbai,2026-05-01 22:22:00
ORD000064,CUST0192,PROD044,1,181782.9,completed,UPI,Bangalore,2026-05-01 10:42:00
ORD000065,CUST0166,PROD024,1,118150.49,completed,EMI,Mumbai,2026-05-01 22:02:00
ORD000066,CUST0114,PROD049,1,185608.06,completed,Net Banking,Jaipur,2026-05-01 12:43:00
ORD000067,CUST0030,PROD002,1,139489.15,completed,Debit Card,Jaipur,2026-05-01 19:25:00
ORD000068,CUST0067,PROD046,1,131035.98,completed,EMI,Hyderabad,2026-05-01 20:58:00
ORD000069,CUST0116,PROD012,1,426442.58,failed,Debit Card,Delhi,2026-05-01 23:12:00
ORD000070,CUST0139,PROD019,1,32656.55,failed,Net Banking,Bangalore,2026-05-01 18:42:00
ORD000071,CUST0036,PROD016,1,492569.25,pending,UPI,Pune,2026-05-01 19:32:00
ORD000072,CUST0157,PROD006,2,551826.28,completed,Debit Card,Ahmedabad,2026-05-01 19:29:00
ORD000073,CUST0033,PROD021,1,287535.27,completed,Debit Card,Ahmedabad,2026-05-01 21:49:00
ORD000074,CUST0164,PROD038,2,780350.82,completed,Net Banking,Kolkata,2026-05-01 19:08:00
ORD000075,CUST0043,PROD011,1,76677.13,completed,Net Banking,Pune,2026-05-01 09:53:00
ORD000076,CUST0142,PROD018,1,98311.7,completed,Credit Card,Surat,2026-05-01 17:54:00
ORD000077,CUST0149,PROD010,1,295985.86,completed,EMI,Surat,2026-05-01 10:32:00
ORD000078,CUST0008,PROD006,2,41577.83,completed,EMI,Hyderabad,2026-05-01 18:53:00
ORD000079,CUST0008,PROD032,1,309130.59,failed,EMI,Hyderabad,2026-05-01 14:49:00
ORD000080,CUST0104,PROD020,1,403713.19,completed,UPI,Bangalore,2026-05-01 17:30:00
ORD000081,CUST0156,PROD010,1,102170.7,completed,Credit Card,Pune,2026-05-01 22:26:00
ORD000082,CUST0028,PROD021,1,257587.07,completed,UPI,Hyderabad,2026-05-01 20:08:00
ORD000083,CUST0099,PROD040,1,25492.52,completed,Net Banking,Pune,2026-05-01 22:15:00
ORD000084,CUST0132,PROD030,1,249233.12,completed,Credit Card,Ahmedabad,2026-05-01 18:12:00
ORD000085,CUST0062,PROD014,2,505642.29,completed,UPI,Mumbai,2026-05-01 08:05:00
ORD000086,CUST0173,PROD031,1,421456.25,completed,UPI,Delhi,2026-05-01 17:31:00
ORD000087,CUST0196,PROD026,2,727617.06,completed,Debit Card,Mumbai,2026-05-01 21:08:00
ORD000088,CUST0130,PROD029,1,36951.17,completed,Credit Card,Surat,2026-05-01 14:23:00
ORD000089,CUST0087,PROD036,3,591219.23,failed,Net Banking,Chennai,2026-05-01 11:08:00
ORD000090,CUST0183,PROD022,1,19649.2,pending,EMI,Ahmedabad,2026-05-01 20:32:00
ORD000091,CUST0157,PROD021,2,140125.07,completed,EMI,Hyderabad,2026-05-01 12:38:00
ORD000092,CUST0182,PROD037,2,532526.89,completed,UPI,Pune,2026-05-01 18:32:00
ORD000093,CUST0079,PROD051,1,208386.83,failed,UPI,Surat,2026-05-01 18:43:00
ORD000094,CUST0199,PROD038,3,1174486.24,completed,UPI,Surat,2026-05-01 23:16:00
ORD000095,CUST0199,PROD025,1,360647.18,completed,Net Banking,Mumbai,2026-05-01 23:10:00
ORD000096,CUST0039,PROD027,1,156983.5,completed,Debit Card,Jaipur,2026-05-01 11:12:00
ORD000097,CUST0181,PROD009,2,727511.14,completed,EMI,Pune,2026-05-01 23:55:00
ORD000098,CUST0118,PROD035,1,478351.41,completed,Credit Card,Hyderabad,2026-05-01 23:33:00
ORD000099,CUST0077,PROD015,3,418942.19,failed,Credit Card,Hyderabad,2026-05-01 23:12:00
ORD000100,CUST0090,PROD036,1,158656.96,failed,Credit Card,Hyderabad,2026-05-01 14:44:00
ORD000101,CUST0102,PROD023,1,189971.15,returned,Net Banking,Hyderabad,2026-05-01 11:36:00
ORD000102,CUST0114,PROD042,3,119096.74,completed,Debit Card,Chennai,2026-05-01 09:18:00
ORD000103,CUST0179,PROD018,1,466525.36,completed,EMI,Surat,2026-05-01 14:52:00
ORD000104,CUST0058,PROD041,1,452611.06,completed,UPI,Kolkata,2026-05-01 15:15:00
ORD000105,CUST0036,PROD001,1,340659.75,returned,Net Banking,Kolkata,2026-05-01 18:45:00
ORD000106,CUST0074,PROD021,1,378004.35,completed,UPI,Delhi,2026-05-01 23:30:00
ORD000107,CUST0010,PROD012,1,425196.48,completed,Net Banking,Mumbai,2026-05-01 15:34:00
ORD000108,CUST0075,PROD003,1,468317.05,completed,EMI,Surat,2026-05-01 20:50:00
ORD000109,CUST0165,PROD035,3,427271.74,completed,Net Banking,Jaipur,2026-05-01 11:59:00
ORD000110,CUST0042,PROD047,1,56500.85,completed,Credit Card,Bangalore,2026-05-01 22:17:00
ORD000111,CUST0173,PROD049,1,147653.12,completed,EMI,Kolkata,2026-05-01 08:47:00
ORD000112,CUST0025,PROD012,1,200536.46,returned,Debit Card,Pune,2026-05-01 21:32:00
ORD000113,CUST0193,PROD018,1,117913.52,returned,Credit Card,Surat,2026-05-01 15:00:00
ORD000114,CUST0016,PROD043,1,346445.74,completed,Credit Card,Bangalore,2026-05-01 08:16:00
ORD000115,CUST0181,PROD050,1,447580.16,completed,UPI,Hyderabad,2026-05-01 20:43:00
ORD000116,CUST0123,PROD010,1,478688.8,completed,EMI,Pune,2026-05-01 19:39:00
ORD000117,CUST0138,PROD043,1,235519.87,pending,Net Banking,Surat,2026-05-01 21:44:00
ORD000118,CUST0020,PROD037,1,351942.31,completed,EMI,Jaipur,2026-05-01 10:33:00
ORD000119,CUST0134,PROD029,1,82435.67,completed,Net Banking,Surat,2026-05-01 14:36:00
ORD000120,CUST0015,PROD030,2,445704.5,completed,Debit Card,Ahmedabad,2026-05-01 23:05:00
ORD000121,CUST0186,PROD002,1,403496.29,completed,UPI,Chennai,2026-05-01 09:35:00
ORD000122,CUST0139,PROD004,1,350252.36,failed,UPI,Ahmedabad,2026-05-01 10:02:00
ORD000123,CUST0197,PROD042,1,384532.24,returned,Debit Card,Pune,2026-05-01 09:18:00
ORD000124,CUST0097,PROD006,2,906804.6,completed,EMI,Bangalore,2026-05-01 20:28:00
ORD000125,CUST0136,PROD009,1,268721.79,completed,Net Banking,Mumbai,2026-05-01 19:07:00
ORD000126,CUST0109,PROD035,1,359603.17,completed,Net Banking,Chennai,2026-05-01 08:19:00
ORD000127,CUST0186,PROD049,1,94402.53,completed,Debit Card,Surat,2026-05-01 22:22:00
ORD000128,CUST0009,PROD029,1,50628.18,completed,UPI,Chennai,2026-05-01 08:15:00
ORD000129,CUST0194,PROD050,1,269971.95,completed,EMI,Hyderabad,2026-05-01 09:25:00
ORD000130,CUST0148,PROD039,2,576279.89,completed,Credit Card,Chennai,2026-05-01 15:52:00
ORD000131,CUST0057,PROD027,1,330174.17,completed,UPI,Jaipur,2026-05-01 17:56:00
ORD000132,CUST0013,PROD023,1,278014.16,failed,Debit Card,Jaipur,2026-05-01 13:40:00
ORD000133,CUST0097,PROD012,1,74778.96,completed,Debit Card,Chennai,2026-05-01 18:44:00
ORD000134,CUST0119,PROD004,2,144694.01,completed,Debit Card,Jaipur,2026-05-01 15:19:00
ORD000135,CUST0166,PROD006,1,101827.7,failed,Credit Card,Delhi,2026-05-01 12:24:00
ORD000136,CUST0155,PROD003,1,336901.23,pending,Net Banking,Surat,2026-05-01 14:03:00
ORD000137,CUST0078,PROD001,1,453535.01,completed,Net Banking,Delhi,2026-05-01 14:30:00
ORD000138,CUST0053,PROD026,1,302279.89,failed,EMI,Pune,2026-05-01 23:58:00
ORD000139,CUST0079,PROD017,1,324430.93,completed,Debit Card,Ahmedabad,2026-05-01 17:24:00
ORD000140,CUST0082,PROD014,3,704553.94,completed,Debit Card,Mumbai,2026-05-01 11:51:00
ORD000141,CUST0150,PROD038,1,130534.9,completed,Credit Card,Bangalore,2026-05-01 15:47:00
ORD000142,CUST0063,PROD032,1,284980.8,completed,Credit Card,Hyderabad,2026-05-01 14:21:00
ORD000143,CUST0044,PROD047,1,245399.67,pending,Net Banking,Bangalore,2026-05-01 23:46:00
ORD000144,CUST0165,PROD004,2,542320.0,completed,UPI,Mumbai,2026-05-01 23:11:00
ORD000145,CUST0018,PROD046,1,315424.68,completed,Net Banking,Jaipur,2026-05-01 08:26:00
ORD000146,CUST0158,PROD031,1,318936.75,completed,UPI,Mumbai,2026-05-01 22:23:00
ORD000147,CUST0138,PROD019,1,361151.92,completed,Debit Card,Bangalore,2026-05-01 21:00:00
ORD000148,CUST0050,PROD040,1,74618.96,completed,Credit Card,Hyderabad,2026-05-01 11:58:00
ORD000149,CUST0145,PROD016,1,203132.5,returned,Net Banking,Hyderabad,2026-05-01 20:05:00
ORD000150,CUST0009,PROD006,3,975051.74,completed,Debit Card,Jaipur,2026-05-01 10:41:00
ORD000151,CUST0022,PROD032,1,351482.01,pending,Credit Card,Surat,2026-05-01 23:03:00
ORD000152,CUST0055,PROD045,1,21467.37,failed,Debit Card,Hyderabad,2026-05-01 11:57:00
ORD000153,CUST0140,PROD037,1,462807.29,completed,Net Banking,Pune,2026-05-01 09:59:00
ORD000154,CUST0183,PROD026,1,376176.78,failed,Credit Card,Bangalore,2026-05-01 08:13:00
ORD000155,CUST0139,PROD022,2,389400.94,completed,Net Banking,Delhi,2026-05-01 15:36:00
ORD000156,CUST0020,PROD022,1,116225.57,completed,EMI,Surat,2026-05-01 19:03:00
ORD000157,CUST0116,PROD032,1,317134.65,completed,EMI,Kolkata,2026-05-01 20:49:00
ORD000158,CUST0022,PROD050,1,330403.82,completed,Net Banking,Delhi,2026-05-01 21:11:00
ORD000159,CUST0163,PROD010,1,355896.24,completed,Credit Card,Pune,2026-05-01 10:17:00
ORD000160,CUST0093,PROD049,1,154272.07,completed,Net Banking,Delhi,2026-05-01 11:05:00
ORD000161,CUST0105,PROD007,1,277459.05,completed,Credit Card,Jaipur,2026-05-01 13:27:00
ORD000162,CUST0099,PROD001,1,162350.28,completed,Debit Card,Delhi,2026-05-01 10:38:00
ORD000163,CUST0044,PROD009,1,342720.93,completed,Credit Card,Ahmedabad,2026-05-01 15:36:00
ORD000164,CUST0077,PROD031,1,138125.74,pending,Credit Card,Hyderabad,2026-05-01 12:04:00
ORD000165,CUST0051,PROD030,1,296984.44,completed,Credit Card,Mumbai,2026-05-01 15:46:00
ORD000166,CUST0085,PROD029,2,380138.0,completed,EMI,Bangalore,2026-05-01 20:21:00
ORD000167,CUST0123,PROD021,1,347707.09,completed,Debit Card,Pune,2026-05-01 17:20:00
ORD000168,CUST0148,PROD051,1,245605.45,completed,Debit Card,Hyderabad,2026-05-01 17:47:00
ORD000169,CUST0152,PROD035,1,282012.48,completed,EMI,Mumbai,2026-05-01 20:23:00
ORD000170,CUST0178,PROD005,1,398883.22,pending,Debit Card,Ahmedabad,2026-05-01 22:45:00
ORD000171,CUST0040,PROD046,1,126490.31,completed,Debit Card,Delhi,2026-05-01 12:40:00
ORD000172,CUST0130,PROD045,1,200522.39,completed,UPI,Pune,2026-05-01 22:38:00
ORD000173,CUST0091,PROD011,1,328869.3,completed,UPI,Surat,2026-05-01 10:06:00
ORD000174,CUST0028,PROD001,1,398156.29,completed,Net Banking,Jaipur,2026-05-01 20:48:00
ORD000175,CUST0174,PROD038,1,231638.99,completed,Net Banking,Pune,2026-05-01 15:28:00
ORD000176,CUST0022,PROD008,1,208104.52,pending,Net Banking,Pune,2026-05-01 08:30:00
ORD000177,CUST0124,PROD023,1,103592.29,completed,Debit Card,Ahmedabad,2026-05-01 17:21:00
ORD000178,CUST0030,PROD002,1,405130.93,pending,UPI,Bangalore,2026-05-01 18:04:00
ORD000179,CUST0144,PROD028,1,80235.83,returned,Net Banking,Kolkata,2026-05-01 15:33:00
ORD000180,CUST0008,PROD048,1,216180.8,completed,Net Banking,Ahmedabad,2026-05-01 13:11:00
ORD000181,CUST0072,PROD049,1,107555.09,completed,UPI,Surat,2026-05-01 21:24:00
ORD000182,CUST0084,PROD013,2,187285.05,completed,Credit Card,Ahmedabad,2026-05-01 11:51:00
ORD000183,CUST0030,PROD023,1,196393.49,completed,Debit Card,Surat,2026-05-01 18:38:00
ORD000184,CUST0158,PROD038,1,400346.57,completed,Net Banking,Pune,2026-05-01 13:52:00
ORD000185,CUST0178,PROD010,1,91685.65,completed,Debit Card,Surat,2026-05-01 11:15:00
ORD000186,CUST0163,PROD035,1,93039.7,completed,Net Banking,Jaipur,2026-05-01 12:36:00
ORD000187,CUST0116,PROD040,1,93711.87,completed,Credit Card,Mumbai,2026-05-01 13:31:00
ORD000188,CUST0144,PROD033,1,192095.3,completed,Debit Card,Ahmedabad,2026-05-01 23:08:00
ORD000189,CUST0022,PROD037,2,488904.03,completed,Net Banking,Hyderabad,2026-05-01 21:45:00
ORD000190,CUST0200,PROD030,1,144477.42,completed,Debit Card,Jaipur,2026-05-01 09:17:00
ORD000191,CUST0094,PROD035,1,387601.49,pending,UPI,Ahmedabad,2026-05-01 11:36:00
ORD000192,CUST0193,PROD016,1,415069.34,completed,UPI,Ahmedabad,2026-05-01 14:27:00
ORD000193,CUST0031,PROD050,2,87348.21,pending,Net Banking,Surat,2026-05-01 16:22:00
ORD000194,CUST0043,PROD040,1,316458.76,completed,Net Banking,Chennai,2026-05-01 19:55:00
ORD000195,CUST0138,PROD011,1,140686.29,completed,Credit Card,Hyderabad,2026-05-01 09:36:00
ORD000196,CUST0025,PROD009,1,450097.61,returned,Debit Card,Mumbai,2026-05-01 16:54:00
ORD000197,CUST0034,PROD016,1,350772.98,completed,Credit Card,Chennai,2026-05-01 16:55:00
ORD000198,CUST0161,PROD027,1,316274.51,completed,UPI,Delhi,2026-05-01 20:31:00
ORD000199,CUST0095,PROD030,1,347412.87,returned,Credit Card,Surat,2026-05-01 20:32:00
ORD000200,CUST0188,PROD030,1,366415.47,completed,Credit Card,Delhi,2026-05-01 08:55:00
