order_id,customer_id,product_id,quantity,amount,status,payment_method,city,created_at
ORD000263,CUST0043,PROD027,1,209942.68,completed,Debit Card,Pune,2026-05-02 09:24:00
ORD000264,CUST0148,PROD042,2,788814.5,completed,Net Banking,Bangalore,2026-05-02 20:06:00
ORD000265,CUST0006,PROD021,1,16899.71,completed,UPI,Delhi,2026-05-02 22:04:00
ORD000266,CUST0020,PROD036,2,161240.13,failed,UPI,Pune,2026-05-02 18:10:00
ORD000267,CUST0043,PROD039,1,471232.64,failed,Net Banking,Mumbai,2026-05-02 23:45:00
ORD000268,CUST0179,PROD036,1,95154.13,completed,EMI,Hyderabad,2026-05-02 11:21:00
ORD000269,CUST0147,PROD036,1,25007.79,pending,Net Banking,Mumbai,2026-05-02 17:19:00
ORD000270,CUST0170,PROD041,1,147415.81,completed,Net Banking,Delhi,2026-05-02 19:00:00
ORD000271,CUST0021,PROD031,1,146047.37,pending,Credit Card,Kolkata,2026-05-02 08:13:00
ORD000272,CUST0165,PROD035,2,265298.4,completed,Credit Card,Kolkata,2026-05-02 23:31:00
ORD000273,CUST0120,PROD017,1,131795.32,completed,Credit Card,Surat,2026-05-02 19:11:00
ORD000274,CUST0022,PROD043,1,333800.74,completed,EMI,Kolkata,2026-05-02 09:09:00
ORD000275,CUST0134,PROD027,1,193675.63,returned,Debit Card,Surat,2026-05-02 15:35:00
ORD000276,CUST0183,PROD003,1,197523.22,completed,EMI,Surat,2026-05-02 15:30:00
ORD000277,CUST0043,PROD014,2,449260.12,pending,Net Banking,Mumbai,2026-05-02 12:07:00
ORD000278,CUST0161,PROD010,3,653428.63,pending,Credit Card,Pune,2026-05-02 21:05:00
ORD000279,CUST0084,PROD018,1,198798.03,completed,UPI,Surat,2026-05-02 10:05:00
ORD000280,CUST0151,PROD038,1,74270.23,completed,UPI,Delhi,2026-05-02 21:07:00
ORD000281,CUST0089,PROD027,1,267909.61,completed,Debit Card,Surat,2026-05-02 11:50:00
ORD000282,CUST0159,PROD039,1,201606.38,completed,Debit Card,Mumbai,2026-05-02 23:02:00
ORD000283,CUST0013,PROD048,2,690637.55,completed,Credit Card,Pune,2026-05-02 20:56:00
ORD000284,CUST0072,PROD032,2,303333.73,pending,UPI,Chennai,2026-05-02 08:21:00
ORD000285,CUST0083,PROD018,3,665000.05,completed,EMI,Delhi,2026-05-02 12:19:00
ORD000286,CUST0190,PROD032,1,412019.92,completed,Credit Card,Mumbai,2026-05-02 14:28:00
ORD000287,CUST0035,PROD050,1,253496.28,pending,EMI,Mumbai,2026-05-02 13:04:00
ORD000288,CUST0015,PROD016,2,201046.49,completed,UPI,Pune,2026-05-02 13:12:00
ORD000289,CUST0102,PROD041,1,232216.39,failed,UPI,Chennai,2026-05-02 14:17:00
ORD000290,CUST0122,PROD038,1,88956.33,completed,Credit Card,Bangalore,2026-05-02 19:31:00
ORD000291,CUST0008,PROD025,2,90755.76,completed,EMI,Chennai,2026-05-02 16:47:00
ORD000292,CUST0167,PROD027,1,103524.15,completed,UPI,Ahmedabad,2026-05-02 15:41:00
ORD000293,CUST0058,PROD017,1,400472.23,completed,Credit Card,Hyderabad,2026-05-02 12:41:00
ORD000294,CUST0065,PROD014,1,174484.86,completed,EMI,Surat,2026-05-02 21:57:00
ORD000295,CUST0170,PROD024,1,255854.56,completed,EMI,Surat,2026-05-02 20:37:00
ORD000296,CUST0087,PROD018,1,240972.86,completed,Credit Card,Hyderabad,2026-05-02 17:19:00
ORD000297,CUST0015,PROD039,1,382784.1,completed,Credit Card,Bangalore,2026-05-02 17:12:00
ORD000298,CUST0108,PROD026,1,147943.2,completed,UPI,Surat,2026-05-02 08:41:00
ORD000299,CUST0137,PROD041,1,111337.12,pending,Credit Card,Jaipur,2026-05-02 14:21:00
ORD000300,CUST0143,PROD012,1,328875.82,completed,Debit Card,Bangalore,2026-05-02 17:54:00
ORD000301,CUST0047,PROD044,2,763013.05,failed,UPI,Chennai,2026-05-02 16:46:00
ORD000302,CUST0085,PROD024,1,153681.22,completed,Credit Card,Ahmedabad,2026-05-02 19:14:00
ORD000303,CUST0149,PROD040,1,317271.49,completed,Net Banking,Jaipur,2026-05-02 11:30:00
ORD000304,CUST0106,PROD004,1,265013.28,pending,Net Banking,Bangalore,2026-05-02 11:55:00
ORD000305,CUST0118,PROD010,1,284787.91,completed,Net Banking,Delhi,2026-05-02 14:21:00
ORD000306,CUST0163,PROD004,1,88576.77,completed,Credit Card,Chennai,2026-05-02 23:21:00
ORD000307,CUST0196,PROD050,1,244890.63,completed,EMI,Kolkata,2026-05-02 13:36:00
ORD000308,CUST0002,PROD003,1,238804.66,completed,Credit Card,Mumbai,2026-05-02 21:25:00
ORD000309,CUST0174,PROD001,2,190900.48,completed,Net Banking,Chennai,2026-05-02 18:48:00
ORD000310,CUST0151,PROD020,1,191898.53,completed,UPI,Hyderabad,2026-05-02 19:19:00
ORD000311,CUST0087,PROD028,1,298265.69,failed,Net Banking,Pune,2026-05-02 17:29:00
ORD000312,CUST0104,PROD002,1,82608.78,completed,Net Banking,Chennai,2026-05-02 23:22:00
ORD000313,CUST0183,PROD042,1,61756.36,pending,Debit Card,Hyderabad,2026-05-02 08:37:00
ORD000314,CUST0168,PROD002,3,993157.69,completed,UPI,Kolkata,2026-05-02 09:38:00
ORD000315,CUST0180,PROD010,1,126518.6,completed,UPI,Hyderabad,2026-05-02 22:24:00
ORD000316,CUST0160,PROD039,1,260250.56,completed,Debit Card,Delhi,2026-05-02 21:42:00
ORD000317,CUST0051,PROD039,1,53310.6,completed,Credit Card,Jaipur,2026-05-02 11:18:00
ORD000318,CUST0011,PROD036,1,147816.53,completed,Net Banking,Ahmedabad,2026-05-02 14:22:00
ORD000319,CUST0029,PROD037,1,335882.24,completed,Net Banking,Delhi,2026-05-02 18:15:00
ORD000320,CUST0165,PROD015,1,452408.74,completed,Credit Card,Hyderabad,2026-05-02 10:46:00
ORD000321,CUST0011,PROD019,1,87515.96,completed,Credit Card,Kolkata,2026-05-02 22:03:00
ORD000322,CUST0003,PROD009,2,890335.89,completed,Net Banking,Pune,2026-05-02 11:06:00
ORD000323,CUST0188,PROD006,1,310979.16,completed,Credit Card,Bangalore,2026-05-02 19:57:00
ORD000324,CUST0099,PROD045,1,228378.04,pending,Debit Card,Bangalore,2026-05-02 11:25:00
ORD000325,CUST0041,PROD007,1,29511.47,completed,EMI,Ahmedabad,2026-05-02 11:08:00
ORD000326,CUST0157,PROD002,1,389626.31,pending,Net Banking,Ahmedabad,2026-05-02 22:11:00
ORD000327,CUST0017,PROD017,2,440911.61,completed,UPI,Jaipur,2026-05-02 23:07:00
ORD000328,CUST0177,PROD045,2,519292.04,completed,Debit Card,Chennai,2026-05-02 15:42:00
ORD000329,CUST0039,PROD036,1,320773.95,failed,EMI,Mumbai,2026-05-02 23:22:00
ORD000330,CUST0121,PROD032,2,505765.34,pending,UPI,Ahmedabad,2026-05-02 08:41:00
ORD000331,CUST0130,PROD015,1,139222.93,completed,Debit Card,Kolkata,2026-05-02 18:15:00
ORD000332,CUST0115,PROD006,1,400670.39,pending,Debit Card,Pune,2026-05-02 15:05:00
ORD000333,CUST0104,PROD027,1,9081.01,completed,EMI,Mumbai,2026-05-02 11:31:00
ORD000334,CUST0078,PROD033,1,309609.26,completed,Debit Card,Pune,2026-05-02 10:50:00
ORD000335,CUST0117,PROD022,1,111614.47,completed,EMI,Surat,2026-05-02 19:52:00
ORD000336,CUST0030,PROD007,1,358013.57,completed,Net Banking,Mumbai,2026-05-02 23:45:00
ORD000337,CUST0075,PROD036,2,964447.91,completed,UPI,Mumbai,2026-05-02 18:22:00
ORD000338,CUST0185,PROD027,1,358484.69,completed,EMI,Chennai,2026-05-02 13:31:00
ORD000339,CUST0118,PROD051,2,393139.33,completed,Credit Card,Delhi,2026-05-02 14:07:00
ORD000340,CUST0151,PROD008,2,837531.25,completed,Debit Card,Ahmedabad,2026-05-02 21:02:00
ORD000341,CUST0142,PROD028,1,368159.72,pending,Debit Card,Jaipur,2026-05-02 12:31:00
ORD000342,CUST0033,PROD007,1,365301.23,completed,EMI,Surat,2026-05-02 13:44:00
ORD000343,CUST0156,PROD045,2,418897.28,completed,Credit Card,Kolkata,2026-05-02 18:32:00
ORD000344,CUST0106,PROD039,1,66859.24,completed,EMI,Hyderabad,2026-05-02 18:18:00
ORD000345,CUST0056,PROD013,1,276880.07,completed,Credit Card,Pune,2026-05-02 18:45:00
ORD000346,CUST0129,PROD035,1,479171.56,completed,Credit Card,Delhi,2026-05-02 12:45:00
ORD000347,CUST0171,PROD046,1,285404.97,completed,EMI,Hyderabad,2026-05-02 19:35:00
ORD000348,CUST0098,PROD010,1,53413.94,completed,UPI,Chennai,2026-05-02 21:51:00
ORD000349,CUST0175,PROD017,1,491769.49,completed,UPI,Hyderabad,2026-05-02 16:48:00
ORD000350,CUST0116,PROD007,1,179469.48,completed,EMI,Chennai,2026-05-02 14:48:00
ORD000351,CUST0179,PROD019,1,398457.46,completed,UPI,Kolkata,2026-05-02 20:15:00
ORD000352,CUST0081,PROD036,3,1463748.59,completed,Credit Card,Chennai,2026-05-02 20:26:00
ORD000353,CUST0182,PROD042,1,316967.49,completed,EMI,Jaipur,2026-05-02 22:53:00
ORD000354,CUST0115,PROD012,1,96910.16,returned,UPI,Bangalore,2026-05-02 14:49:00
ORD000355,CUST0110,PROD018,1,188723.67,completed,Net Banking,Bangalore,2026-05-02 13:47:00
ORD000356,CUST0040,PROD003,1,354902.71,completed,Credit Card,Surat,2026-05-02 16:00:00
ORD000357,CUST0170,PROD020,2,615762.43,completed,EMI,Jaipur,2026-05-02 09:49:00
ORD000358,CUST0057,PROD012,1,159065.93,completed,EMI,Bangalore,2026-05-02 19:04:00
ORD000359,CUST0057,PROD014,1,46154.39,completed,Credit Card,Pune,2026-05-02 21:34:00
ORD000360,CUST0122,PROD036,3,927649.93,pending,UPI,Delhi,2026-05-02 17:13:00
ORD000361,CUST0160,PROD016,1,321203.73,returned,Credit Card,Kolkata,2026-05-02 19:28:00
ORD000362,CUST0007,PROD034,1,362043.01,pending,Credit Card,Jaipur,2026-05-02 11:24:00
ORD000363,CUST0050,PROD021,1,449161.15,completed,UPI,Bangalore,2026-05-02 22:31:00
ORD000364,CUST0199,PROD014,1,335233.5,pending,Debit Card,Delhi,2026-05-02 08:40:00
ORD000365,CUST0190,PROD050,2,878685.78,completed,UPI,Bangalore,2026-05-02 14:34:00
ORD000366,CUST0019,PROD004,1,19135.58,completed,Credit Card,Jaipur,2026-05-02 08:29:00
ORD000367,CUST0105,PROD025,2,911022.18,completed,Debit Card,Kolkata,2026-05-02 10:36:00
ORD000368,CUST0002,PROD042,1,59329.22,completed,UPI,Surat,2026-05-02 18:01:00
ORD000369,CUST0129,PROD007,2,357957.06,completed,Credit Card,Surat,2026-05-02 09:44:00
ORD000370,CUST0102,PROD043,1,218950.54,completed,Net Banking,Jaipur,2026-05-02 10:18:00
ORD000371,CUST0140,PROD019,1,398425.86,returned,Net Banking,Hyderabad,2026-05-02 15:08:00
ORD000372,CUST0032,PROD003,1,277623.86,completed,EMI,Kolkata,2026-05-02 19:00:00
ORD000373,CUST0186,PROD023,1,370766.96,completed,EMI,Bangalore,2026-05-02 10:19:00
ORD000374,CUST0050,PROD008,1,417407.23,completed,EMI,Mumbai,2026-05-02 13:11:00
ORD000375,CUST0018,PROD017,1,145468.2,completed,EMI,Ahmedabad,2026-05-02 22:41:00
ORD000376,CUST0026,PROD019,1,327805.4,completed,Net Banking,Pune,2026-05-02 18:22:00
ORD000377,CUST0178,PROD038,1,329779.24,completed,EMI,Pune,2026-05-02 23:28:00
ORD000378,CUST0057,PROD046,1,156744.75,completed,Debit Card,Hyderabad,2026-05-02 18:27:00
ORD000379,CUST0123,PROD030,1,165915.16,completed,Credit Card,Ahmedabad,2026-05-02 19:08:00
ORD000380,CUST0072,PROD009,1,41170.45,failed,Net Banking,Hyderabad,2026-05-02 11:11:00
ORD000381,CUST0130,PROD041,1,9511.42,completed,EMI,Surat,2026-05-02 10:46:00
ORD000382,CUST0142,PROD017,1,453170.53,completed,EMI,Ahmedabad,2026-05-02 20:49:00
ORD000383,CUST0151,PROD047,1,445740.48,pending,Net Banking,Ahmedabad,2026-05-02 12:23:00
ORD000384,CUST0062,PROD040,1,5493.72,completed,EMI,Bangalore,2026-05-02 10:25:00
ORD000385,CUST0169,PROD010,1,474366.17,completed,Debit Card,Pune,2026-05-02 22:10:00
ORD000386,CUST0068,PROD024,1,116028.6,completed,Net Banking,Jaipur,2026-05-02 09:14:00
ORD000387,CUST0012,PROD003,1,227430.8,returned,Credit Card,Delhi,2026-05-02 19:24:00
ORD000388,CUST0146,PROD012,1,289399.99,completed,Debit Card,Pune,2026-05-02 16:53:00
ORD000389,CUST0058,PROD034,1,486342.52,completed,Credit Card,Ahmedabad,2026-05-02 10:33:00
ORD000390,CUST0036,PROD029,1,251018.12,completed,UPI,Jaipur,2026-05-02 23:56:00
ORD000391,CUST0155,PROD046,1,78847.2,pending,Net Banking,Kolkata,2026-05-02 16:13:00
ORD000392,CUST0123,PROD014,1,337679.67,completed,Debit Card,Mumbai,2026-05-02 18:46:00
ORD000393,CUST0035,PROD041,1,296255.36,completed,EMI,Bangalore,2026-05-02 15:02:00
ORD000394,CUST0104,PROD039,1,90182.76,returned,UPI,Hyderabad,2026-05-02 09:10:00
ORD000395,CUST0124,PROD011,1,496389.36,completed,Debit Card,Surat,2026-05-02 10:13:00
ORD000396,CUST0160,PROD043,1,383791.56,completed,Net Banking,Pune,2026-05-02 12:50:00
ORD000397,CUST0099,PROD009,1,115060.93,completed,Net Banking,Jaipur,2026-05-02 22:38:00
ORD000398,CUST0122,PROD040,1,48330.03,completed,EMI,Jaipur,2026-05-02 21:52:00
ORD000399,CUST0155,PROD035,1,65338.35,pending,Debit Card,Jaipur,2026-05-02 11:05:00
ORD000400,CUST0110,PROD015,2,697763.75,failed,Debit Card,Kolkata,2026-05-02 21:23:00
